,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,duration_ms,name,popularity
4701,4.47e-05,0.516,0.966,0UppcuBB46s0rTeLpf5Moy,0.0,8,0.302,-3.223,1,0.0765,116.993,0.414,241346,Close Your Eyes,54
4702,0.03,0.524,0.983,1feH81BVs89SplmcJzuh1F,0.0,0,0.315,-1.36,1,0.0712,148.996,0.62,156000,Slim Pickens Does The Right Thing And Rides The Bomb To Hell,51
4703,0.0112,0.164,0.859,1OTvWduKQV0MQd2gnGM9He,0.0,4,0.179,-4.031,1,0.0425,175.118,0.128,291360,With Me,60
4704,0.0719,0.455,0.925,3TAtUJc4Sj913Cs5gBUeu0,0.0,11,0.219,-3.271,1,0.0506,89.793,0.461,208199,Scars,59
4705,0.0417,0.545,0.753,5NeIONQWJ25uPylJBJiO4c,0.0,3,0.389,-4.618,0,0.036,105.754,0.434,282946,Through Glass,70
4706,0.00045,0.603,0.886,0i8JFpqe9cKwnrcvoNgl1L,0.0,5,0.26,-3.777,0,0.0837,126.025,0.395,229933,Feel Invincible,70
4707,0.00869,0.573,0.958,3jdo9L1HZ17JJ3TTWq0v6R,6.99e-06,0,0.191,-4.081,1,0.0879,140.041,0.691,166813,The Broken,47
4708,0.0328,0.476,0.769,40LQiUUUKXVGyNs09lHVjW,0.0,2,0.197,-5.344,1,0.0332,129.051,0.287,261853,Lips Of An Angel,69
4712,0.000651,0.2,0.863,6FFwt1ea9hJ4MfMQLywahm,0.0,5,0.339,-3.424,1,0.0626,93.977,0.468,184426,Anthem For The Underdog,56
4713,2.99e-05,0.462,0.89,4wh0E9OwMCxcaIKTg0Mts9,0.00909,1,0.0685,-4.853,1,0.0382,155.008,0.383,214853,Failure,61
4714,0.000449,0.485,0.989,6iZk7KaPVeFb54ztKMtC5U,2.3e-05,11,0.282,-2.957,1,0.079,98.968,0.447,221200,Torches,14
4715,0.000441,0.513,0.92,1LiQ5XZjMUF81hHBAOIBnY,0.0,7,0.397,-3.482,1,0.0392,123.965,0.513,220053,I Don't Think I Love You,41
4716,3.52e-05,0.533,0.971,1iZMlSF2lgiNZA3CbuwnMn,0.00108,1,0.0866,-3.014,0,0.0845,96.99,0.298,287680,At The End Of This War,39
4717,0.952,0.269,0.122,3QxCvkqWdkMqy3CPxOhZ24,0.0,1,0.0915,-10.408,1,0.0334,83.967,0.118,247186,"Lover, Please Stay",54
4719,0.000216,0.348,0.896,05FVS9qqWq2A82fYCtblkt,0.0173,4,0.168,-7.63,0,0.0397,132.577,0.572,336826,Who The Fuck Are Arctic Monkeys?,54
4721,0.0727,0.606,0.942,5aWhs651KYM26HYM16kRdk,2.07e-06,6,0.0709,-2.598,0,0.115,106.02,0.518,250093,The Man,70
4722,0.000204,0.531,0.711,5ykbOijJEfRhuo2Td1m0Qd,0.00291,10,0.108,-4.933,1,0.0398,155.068,0.279,256306,7,66
4723,0.000559,0.454,0.998,7E8uvDc6nBIkY38EOaFfZX,0.0799,10,0.134,-3.229,0,0.179,107.089,0.063,281034,Caos Renomeado,26
4724,0.172,0.727,0.889,7h5EL99Q4MsK4kQojg7Ann,0.0,8,0.314,-3.856,1,0.346,159.549,0.888,303226,Nóiz,31
4725,0.193,0.531,0.464,4fDta9k8aRElUr8LalrWQx,1.84e-05,2,0.0776,-8.311,0,0.0324,80.004,0.283,228800,Morada,48
4727,0.00202,0.375,0.879,3AJv3CER17x7JXNSiyf8kF,0.0459,3,0.0686,-5.058,0,0.0404,129.089,0.424,233092,À Distância - Ao Vivo,5
4728,0.532,0.302,0.597,0SXoY2JPHnytnq04jCcHC2,1.27e-05,8,0.0779,-6.307,1,0.0355,140.127,0.213,282134,Poeira Estelar,26
4729,0.000365,0.342,0.993,4GjHhBFWiB7uozqC9ErzZm,0.000435,1,0.648,-3.618,1,0.237,110.039,0.039,264228,Terra de Ninguém,32
4731,0.0206,0.546,0.976,5a0bHLSL5t4eRNKjmh9PyV,1.02e-06,0,0.0937,-3.066,1,0.203,124.022,0.326,145426,Tão Iguais,35
4732,4.45e-06,0.43,0.975,2qBCQOyIBaBoze5rAhR1z9,8.39e-05,9,0.157,-3.463,0,0.0903,175.988,0.656,193573,Não Vai Mais Ter Tristeza Aqui,28
4733,0.407,0.596,0.63,3mXAanOpAFpkEXnfMBaWFB,2.09e-05,7,0.267,-6.25,1,0.0251,99.996,0.713,222853,Então Você,41
4734,0.0387,0.301,0.425,08ixnzDjySbvWIrYLlwVEg,0.0426,8,0.162,-7.381,0,0.0313,101.788,0.211,205266,Mar Fechado,39
4735,0.334,0.419,0.49,1bDxKdUiqYnjf5bSb9I4pc,0.0,7,0.0821,-8.965,1,0.0296,96.982,0.578,251000,Mais Nada (Panorama Sessions),33
4736,7.17e-05,0.407,0.932,2rLlgcuA23AZpSaXZTmEq2,2.69e-05,5,0.12,-5.923,0,0.0798,165.028,0.291,212920,Still Here,36
4737,3.03e-05,0.561,0.988,3hVwQ1NM2jRUszpOEfYFLj,0.0,1,0.34,-3.693,0,0.119,110.001,0.417,203695,O Que Me Cega,27
4741,0.0552,0.526,0.817,1JGu6CJfwKTqJCvkyCUPII,7.25e-05,4,0.123,-7.589,0,0.0851,90.727,0.558,211186,I O U,61
4742,0.00465,0.603,0.802,5qEVq3ZEGr0Got441lueWS,0.0,11,0.155,-3.47,1,0.0291,92.006,0.39,247240,You Found Me (Unbroken: Path To Redemption),47
4743,3.85e-05,0.52,0.94,1AApZTTdB1WDRzipLX8k9d,0.0713,10,0.123,-5.311,0,0.0356,126.977,0.743,280426,Never Fade,49
4744,0.57,0.686,0.407,2U90b6durzAnQZgIjWdhjP,0.000922,0,0.0958,-8.211,1,0.0727,78.062,0.528,176906,California English Pt. 2,52
4745,0.00243,0.398,0.946,1n8pJSTWqLlpgaFiIFo0R1,0.0,9,0.231,-6.261,1,0.0922,153.083,0.744,156887,F.U.B.A.R.,29
4746,0.827,0.737,0.297,2OGQBmiA7xqeXQdxswbbv3,0.0,0,0.0984,-7.177,1,0.0333,107.105,0.388,210186,Bleeding Love,29
4747,0.0106,0.56,0.912,3tZuwUQH8QIdAU4mdWdBdR,4.89e-06,6,0.312,-3.789,0,0.115,109.413,0.638,173000,Overthinking,55
4748,0.391,0.655,0.645,4IoE8g6H5HD4XPsamyNs6e,0.0,4,0.041,-11.292,1,0.186,137.576,0.902,151720,Uruguay 1 / Brasil 1,22
4749,0.00781,0.619,0.628,5CNWyTnYtonSKhHUVYnbWW,0.207,11,0.206,-8.307,0,0.038,127.065,0.232,238567,Jumpsuit,38
4750,0.00229,0.685,0.845,451xqlIw3EDo2zRDYgwSLm,0.0,8,0.0713,-6.805,1,0.0397,112.046,0.347,212186,The Last Of The Real Ones (Milk N Cooks Remix) [feat. Princess Nokia],45
4751,0.658,0.668,0.344,1DW61sF8M90L3DQjzjZ0xt,0.0,1,0.0772,-11.67,1,0.0326,81.027,0.558,188313,Stay - Demo,42
4752,0.253,0.583,0.582,1d6oVekkh1uBd5lDWcc0lI,0.0,0,0.15,-5.64,0,0.0383,98.953,0.455,212786,Bury Me,18
4753,0.0328,0.675,0.746,2xMVj4nOUTvVZUNlh9oaW1,0.00454,1,0.121,-7.715,0,0.0351,146.028,0.846,232717,Te Conecta,59
4754,0.000921,0.342,0.73,7x4D4CaOEtBG4gWXgRazfr,7.38e-06,0,0.104,-5.964,1,0.0364,149.556,0.203,191055,10,39
4755,0.0771,0.726,0.929,0bfKYrMLEDJ4fvcxzrMIwB,0.383,6,0.117,-5.881,0,0.16,93.017,0.212,145889,Levitate,48
4756,3.08e-05,0.57,0.896,29v23IZTYk6enGxEnHHAy4,0.0,8,0.0918,-5.304,0,0.0433,117.449,0.612,210770,Terrible Things,27
4757,0.0101,0.523,0.888,3vVkxjrTP4SM1Ogq68LoXW,0.0,9,0.134,-4.39,0,0.259,160.013,0.213,167700,Anarchist,58
4758,0.00109,0.51,0.874,3dIyXIZmmnQvPYmCOy04oL,3.58e-06,9,0.109,-4.728,1,0.0341,143.069,0.49,219600,My Favourite Game,33
4759,0.000318,0.529,0.943,5q2lu7mwHPVgvx1prjt5bu,0.000636,10,0.144,-3.831,1,0.133,140.034,0.339,194173,Take Jimi,17
4760,0.000515,0.497,0.912,6Pwbre8ihKTiP9SncbOwOn,1.9e-05,1,0.223,-4.147,0,0.0525,149.947,0.544,259449,Paint Paint Paint,28
4761,0.00328,0.434,0.983,0Cx6la75FkMUsouQERqlYy,0.0,8,0.121,-2.551,1,0.0842,180.025,0.604,152360,Tidal Wave,43
4762,0.0126,0.322,0.73,4DVAGiiIUftNVdHkptVIFh,0.0,3,0.0981,-5.58,0,0.0367,130.073,0.25,184613,Fall Apart,38
4763,0.00683,0.556,0.986,6vxVuPwM2LgWMMn4CBPRt1,0.0,5,0.338,-4.522,1,0.207,97.107,0.288,122213,Bleeding,43
4764,0.000273,0.468,0.873,1p7JDADyWQfXgjoufwSc1w,3.11e-06,4,0.223,-3.911,1,0.0362,104.039,0.536,166426,Prism,15
4765,0.00555,0.565,0.85,38qsRkTKBEHhy8DEfT3vig,4.35e-05,11,0.113,-4.256,0,0.0366,92.01,0.26,185960,Black Holes (Solid Ground),59
4768,0.0035,0.556,0.801,4G8ma3P8TNuEmeQCMJ2rP8,0.0,5,0.104,-3.175,1,0.0444,141.861,0.158,265426,In the Name of the Wee Man,39
4769,7.3e-05,0.555,0.938,57PgfSONnc24cMOquMWbsx,0.000874,4,0.305,-5.021,1,0.0672,175.026,0.718,198026,Bleed,32
4770,0.000308,0.356,0.915,2yGwfCAiwnMxiSI63mQ0Dp,0.00166,2,0.332,-3.316,1,0.0501,184.994,0.436,170453,White Offerings,36
4771,0.569,0.632,0.475,1FTplvsC8qcmpbgMGIX1uI,0.0,10,0.0543,-10.336,1,0.028,140.203,0.649,194533,Dirty Little Secret - Acoustic,47
4772,0.0163,0.291,0.824,4MZOujerH1YCZD2RBQYW9z,0.0193,7,0.106,-7.161,1,0.0488,139.737,0.534,245050,Vcnvqnd,29
4773,0.000472,0.427,0.917,6nLYnpEhM9rZSpRuO7mS79,0.0,10,0.0939,-3.194,1,0.0505,94.971,0.315,207013,You're So Cheap,20
4774,0.00329,0.564,0.558,6DTHkeVHU2CCB3601pJoHM,0.0,3,0.393,-7.018,0,0.0608,87.731,0.456,149506,Kids (Ain't All Right),61
4775,0.00193,0.603,0.687,4qNpejqjyHjwXaXi0KOPxw,0.477,7,0.0676,-5.578,1,0.0374,140.042,0.234,116049,Silver Scrapes (As Featured In League of Legends Season 2 World Championship),0
4776,0.00376,0.484,0.913,0YQfhg5OhBajiuMbtQFxPs,0.0,5,0.167,-3.726,1,0.0389,135.15,0.556,220506,Sweetness,11
4777,0.000164,0.505,0.916,0LIuCaB4eoxSkzA5ZcUyZI,0.129,7,0.197,-5.882,1,0.037,98.986,0.271,215706,Sure and Certain,26
4778,0.914,0.379,0.328,16LmEVqSTGSQDAMz0ZCE1l,0.0,6,0.118,-8.045,1,0.0393,81.789,0.539,232207,Quarter Past Midnight - One Eyed Jack's Session,47
4780,0.0069,0.633,0.695,3mK2p9f6tKC8PtTzXLgWBa,0.0024,0,0.56,-5.7,1,0.115,139.071,0.472,180366,Ghetto Blaster on the Moon,38
4782,0.491,0.574,0.479,4L9geJeFBFSHVh55xdRi1p,0.0,3,0.128,-6.314,1,0.031,120.077,0.25,185545,Apologize,25
4784,0.000383,0.601,0.922,4EkI2iujq3AiwgmyGuP2xn,1.32e-05,0,0.335,-3.678,1,0.0417,107.993,0.359,182222,Surrender,50
4786,0.00882,0.54,0.805,6sxmlZ3fCBC7dJs4J1wfNi,0.0,9,0.0413,-11.105,1,0.0393,89.949,0.886,204000,Vampira,20
4788,0.0331,0.676,0.628,03Q8nBxfqgLDluVj0w4UKM,7.31e-06,2,0.386,-6.137,1,0.329,77.926,0.691,152763,Humility (feat. George Benson) - Superorganism Remix,40
4790,8.39e-05,0.509,0.953,1aRRa25O3YVRMJVmBr8ihn,3.82e-05,1,0.219,-3.859,1,0.0776,92.489,0.396,281989,Calma Negativa,21
4792,0.616,0.308,0.92,5k0SyLCnY54qkxy1biHEc1,0.000163,10,0.976,-10.057,0,0.293,142.528,0.155,209333,I Believe In Love,15
4794,0.000165,0.606,0.905,5cA5uzhbAQ3P8ZRnyeCnGV,0.00225,11,0.447,-4.291,1,0.0469,101.965,0.508,207205,Back To You,55
4796,0.547,0.786,0.659,3Chv6MmF98OP9KJpGaHvqW,0.00025,0,0.177,-4.554,1,0.0437,124.978,0.204,215500,Girls Like You - WondaGurl Remix,50
4798,0.333,0.491,0.744,3aaYopQJJzCetKVXqNQ1zm,8.45e-06,8,0.258,-5.923,1,0.157,194.029,0.334,169734,Expectations,59
4800,0.561,0.617,0.49,2SeJ9YrUC24fQKOlOUZVTG,9.28e-06,7,0.316,-7.326,1,0.0283,106.071,0.267,212534,In Bloom (Acoustic),51
4802,0.00339,0.459,0.771,62eZun5ws6gTXfBnPNTAtu,0.419,2,0.0917,-7.471,1,0.0691,82.468,0.427,214909,Convicção,45
4804,0.00644,0.453,0.832,1DYfsfZmtimFTVILDd721T,0.000441,9,0.129,-6.165,0,0.0345,126.308,0.405,219186,Feels Like I'm Dying,47
4806,2.23e-05,0.265,0.957,2hX2v0U5lKSlxVxnesLEak,0.0291,11,0.105,-3.415,1,0.0995,151.61,0.396,193533,Get Inside,46
4807,0.0016,0.466,0.951,5NAiPIEzxAexFE3ucV18Q8,0.00242,5,0.351,-3.315,1,0.126,165.108,0.499,222146,Run For Cover,67
4808,0.00468,0.575,0.983,4Kc1BGRuyicJaqIXi3Rysi,3.61e-06,2,0.371,-2.683,1,0.112,102.978,0.671,190308,Bad Behavior,53
4809,0.00405,0.585,0.975,4ZRihyCTEGUxg9Kwa5tgPq,0.0,4,0.571,-3.891,1,0.0575,112.506,0.298,208688,Bad Listener,40
4811,0.00202,0.525,0.957,6xCHPen14yg3lJrg7mWf10,3.25e-06,0,0.333,-3.742,1,0.0689,97.445,0.456,228372,Disease,47
4813,0.000106,0.388,0.983,72bK7DY4GHNM8wRG8vjHC5,1.33e-06,1,0.157,-4.073,1,0.168,159.922,0.345,170474,Backbreaker,51
4815,0.00227,0.444,0.916,3SO0vfryYv381w1ImgWONG,0.00295,7,0.0779,-4.394,1,0.0822,184.292,0.848,149306,Over My Head (Better Off Dead),47
4816,0.000163,0.571,0.838,34T46FFqvALU1RWzFibOZp,0.0,9,0.0677,-5.469,1,0.06,116.051,0.725,206826,In Too Deep,39
4817,0.00846,0.467,0.852,4OeLtiz7L0Rn4OTUm3Au9o,0.0117,5,0.2,-5.105,1,0.034,99.93,0.53,181653,Pieces,0
4818,0.000859,0.424,0.949,2OMqSRS11ly56zg9u5za6c,5.84e-05,7,0.279,-4.821,1,0.265,191.928,0.528,158733,Still Waiting,60
4819,0.297,0.633,0.673,2M9ULmQwTaTGmAdXaXpfz5,0.0,6,0.206,-6.403,0,0.258,86.776,0.659,211160,Billionaire (feat. Bruno Mars),71
4820,0.00551,0.515,0.814,7g1ox21Mf43eCuxG5KhICI,0.0,1,0.081,-4.353,1,0.0399,146.005,0.505,211346,Nerve,46
4821,0.00034,0.335,0.968,6PKvJyi9tAzBJhRNcYBR69,6.05e-06,5,0.634,-5.323,1,0.138,152.985,0.357,204466,Independence Day,33
4822,0.0018,0.492,0.981,5GNdhdoDqqv7VvfqbEqucm,0.00105,9,0.129,-6.821,0,0.25,110.165,0.0589,329706,Dread Machine,41
4823,0.000539,0.458,0.986,4g9vBGwvz06hfW5UKTbYl4,0.000114,7,0.237,-3.693,1,0.131,97.078,0.294,156653,Irreparable,37
4824,0.000954,0.538,0.96,3SPsl2JHbOzNs5velQHz8h,0.0,11,0.108,-2.241,1,0.0441,119.984,0.569,195500,Thresher,38
4825,0.000196,0.504,0.931,0dOcJaFNDzuNs2YW2FLDsy,2.9e-05,6,0.152,-5.985,0,0.0392,156.929,0.665,231026,Summer Lush,15
4826,0.0536,0.733,0.886,3bGidOZsEEuLHC9noPK3AW,1.76e-05,0,0.136,-4.194,0,0.0396,123.068,0.858,221413,Bad Habit,36
4827,0.00397,0.495,0.902,3YwP2EDhz1iCqbSHLoiIGs,1.01e-06,8,0.396,-4.548,1,0.0396,90.012,0.566,197186,Laika,31
4828,0.003,0.543,0.98,11fOpkqXSWeq0JZ45BGLSa,0.0,6,0.131,-3.643,1,0.204,95.992,0.5,223724,Rollin',32
4829,0.00209,0.65,0.724,1IOkw60SyH5bs8PLSlvfFU,4.27e-06,8,0.108,-5.117,1,0.0257,100.959,0.401,234184,Free Falling,31
4830,0.000248,0.479,0.981,2BFpLc8uMQDGB91Lb7EPqk,0.541,8,0.0521,-2.825,1,0.107,105.089,0.475,180644,Featherweight,34
4831,0.00101,0.492,0.98,1l9ajayamKnOAMu8eIgZCL,3.94e-05,8,0.662,-2.577,1,0.118,95.105,0.305,264775,It Was a Dark and Stormy Night,31
4832,0.00147,0.465,0.994,17u52ksnAFZOWhzEvuzdG6,0.0,2,0.308,-2.702,1,0.0821,165.027,0.615,160831,Playing Fiction,56
4833,0.00199,0.495,0.931,35hSzdWyd3fZ3WBGlqMomd,1.68e-06,2,0.393,-4.754,1,0.0781,89.864,0.786,169000,Dumb Reminders,26
4834,0.0384,0.364,0.932,7IPfQKkKCq200UkUSpNSfT,0.0,8,0.189,-4.844,0,0.103,187.771,0.675,222015,Pop Punk Kid,28
4835,4.83e-05,0.573,0.737,04Sxws8U68b5y1gXKnhrN2,0.00563,5,0.149,-3.939,1,0.0407,95.951,0.345,147603,Bones,28
4836,0.0776,0.616,0.766,1kEoU9Dmivr2JoOf7ramyT,0.0,4,0.361,-6.59,0,0.0382,83.965,0.373,259839,No Llora,58
4837,0.00382,0.42,0.974,1UTgca8bm4NfbAEEm7YZES,2.6e-06,11,0.168,-3.898,1,0.2,138.058,0.285,260760,Right Now,47
4838,0.0025,0.49,0.906,0YzEGMB6ikdNeU2KDSg5vq,0.000606,5,0.313,-6.169,0,0.0352,129.99,0.382,289124,The Unknown,31
4840,0.00727,0.389,0.938,6z3Xa6WpFaIybh8wUKtClT,0.0,1,0.324,-4.133,0,0.0839,164.036,0.378,240525,Gravity,52
4842,0.214,0.599,0.869,6zGTjEZ2zpLbl5Ij7vzTsi,0.129,7,0.108,-4.874,1,0.0277,90.088,0.637,239613,Magic City,60
4844,2.66e-05,0.341,0.995,3v02ywK5wFw5q3Rcgst0NO,0.00259,6,0.0744,-5.67,1,0.0818,195.975,0.683,237893,Wake Up Warning,21
4846,0.242,0.805,0.655,4MbgeCaVztN9YVBqc9sUkB,2.53e-05,11,0.339,-4.759,1,0.204,148.062,0.308,165197,Matador Bobby,33
4848,0.921,0.347,0.127,5uH7FUDrEoEk7ii23XIxQD,0.000117,6,0.0793,-14.761,0,0.053,164.922,0.354,245856,Doomsday - Piano Reprise,50
4850,3.72e-06,0.416,0.995,3NgSzfOeMjtaKeFz2rxWov,0.00865,6,0.721,-5.172,1,0.0813,118.543,0.0806,264864,Addicted to Pain,23
4852,0.138,0.722,0.64,0xjlsOAv6S9xcRB4vG72Sa,0.0,0,0.13,-5.999,1,0.169,150.03,0.128,152555,It's on You,53
4854,0.428,0.224,0.969,44Bhe5iLqW9OmHwqs6PJlK,0.000178,4,0.944,-5.205,1,0.22,156.751,0.137,539026,Paint It Black - Live,40
4856,0.029,0.646,0.797,0Td1R5uCSCyfFa4troan2M,0.0,2,0.118,-5.273,1,0.0663,82.943,0.364,242520,Low,9
4858,0.000273,0.488,0.978,0fS39bIa0jM3NfywM5cb4h,3.47e-05,8,0.0974,-4.24,1,0.047,136.01,0.776,204307,Let's Ride,39
4860,0.0256,0.56,0.823,3a1QSvzb3ypLc1QpXTs9mU,0.000433,0,0.0891,-3.228,1,0.0311,100.003,0.0733,256800,Happier - Kasbo Remix,64
4862,0.868,0.485,0.292,3PaeUkXlQSmYKlR30fbdzU,0.0,10,0.0898,-10.4,1,0.0456,75.116,0.396,181502,Voices Off Camera - Ghost Note Symphonies,53
4865,0.000667,0.575,0.802,680UeXYWeNqiIg0ar03GHn,0.000212,10,0.0722,-6.542,0,0.0467,100.98,0.359,248060,Happy Days,18
4867,0.0747,0.531,0.977,10NMN00G92wmO6LwMJYTQn,0.0,11,0.25,-1.801,1,0.059,99.991,0.318,210293,É Só Você Lembrar,28
4868,0.0778,0.346,0.539,79OJ49y2e4QW9wVDOvDpQa,0.000215,2,0.0892,-6.145,1,0.0274,151.37,0.0829,267520,Spell It Out,36
4869,0.00049,0.492,0.94,5yX82cb5SMJ1N6uCKSWvD2,0.000202,6,0.0961,-4.71,1,0.0512,159.986,0.599,217527,Miles Away,40
4870,3.5e-05,0.382,0.932,0DxN6Ywom8nnndyQXdSBPy,0.0,4,0.243,-3.726,0,0.0716,179.581,0.57,218706,Breathing,57
4872,2.22e-05,0.44,0.944,0MurDgBITdx5tzdV7BWjB0,0.000396,2,0.129,-3.314,1,0.0597,146.889,0.468,195013,Arterial Black,40
4873,0.000446,0.538,0.955,3bhhHMriJ2FDpanI6idrtN,0.00355,8,0.112,-4.896,1,0.0332,101.005,0.389,274760,Celestial Fires,19
4874,0.0239,0.513,0.854,4ekEPnMf0RvF7z8rL9Xgzl,3.01e-06,7,0.211,-4.074,0,0.0547,158.016,0.396,218213,Fake Love,57
4875,0.0014,0.21,0.964,3YmZMBb5wC0if8h0RkjBrC,1.62e-06,6,0.078,-4.272,1,0.243,175.89,0.362,217213,Taken for a Bath,23
4876,0.000149,0.404,0.99,7ne7WOIp2Fq78prLSEVt8B,0.000897,3,0.315,-4.047,0,0.0589,180.025,0.631,211162,Rise Above,14
4877,0.00847,0.647,0.837,428x14AvuMoTmmO6pBeozu,0.024,11,0.0497,-4.095,0,0.0643,92.01,0.601,167372,She's A Blast,35
4878,0.000298,0.508,0.993,6AH7jxPLtyq2YHjtSTzUSp,0.0,5,0.384,-1.418,1,0.193,140.038,0.254,232955,Us Versus Them,28
4879,0.00117,0.655,0.885,2Sru5y6R0mYhV9nEHMDWJ7,0.000473,7,0.0448,-4.116,1,0.0438,100.088,0.938,189293,Given Up,20
4880,0.0254,0.532,0.739,0kUThzATlv7SUrNNmy2LiF,4.03e-06,8,0.0498,-4.066,1,0.0325,145.031,0.295,256586,Guns Are Loaded,10
4881,0.00563,0.541,0.91,3UH5yZ5R7sPHQ5ChkZkOFV,0.0,6,0.446,-7.668,0,0.0504,120.094,0.418,215313,A Midwestern State Of Emergency,42
4882,0.000308,0.428,0.958,5md4M60tjft18s5kIpIwl7,0.0,2,0.276,-3.587,1,0.0825,195.938,0.375,199013,Opinion Overload,47
4883,0.000123,0.483,0.976,45Fj8J9WWYVmuD9gGjLCdv,0.0537,10,0.221,-2.84,0,0.0571,140.982,0.153,253876,Poli's Song,26
4884,0.00345,0.493,0.989,13fau7mG7H3QczLYcVMwp5,0.0,1,0.0868,-3.99,0,0.104,102.534,0.364,200316,Labirinto,23
4885,0.000158,0.495,0.935,6o9GOqgKpkyhL4IXleThpR,3.76e-05,5,0.109,-5.967,1,0.0557,140.149,0.462,210988,Hidden Demons,22
4886,0.324,0.263,0.744,6BodFvxAtUnfhkkLqRLsRN,0.00796,6,0.577,-9.668,0,0.044,91.536,0.0943,351000,Silence Speaks - Alternative Version - Live at St Pancras Church,18
4887,0.0755,0.616,0.789,4OYMdVXY6xE9GTvUT5UdCh,2.08e-05,9,0.914,-6.316,0,0.0417,90.968,0.272,249013,Roberto,48
4888,0.35,0.665,0.522,53UbRxxkhGXZoiPqrMEgVN,3.71e-06,1,0.15,-8.209,1,0.0284,120.009,0.391,233040,Never Believe,36
4890,0.00012,0.382,0.979,4cBjLPX8lZe6pDoEX6IKfI,1.3e-06,7,0.274,-3.676,0,0.157,169.96,0.478,215270,Soma,19
4892,0.393,0.479,0.249,5BkoWKxIstAK6FmF767u3k,0.0,7,0.43,-10.917,1,0.0347,127.927,0.177,289000,We’ll All Be (Acoustic),35
4894,0.0426,0.424,0.892,5trCWbYtza0QUxdmF9HAPX,0.0,8,0.711,-3.78,0,0.193,174.008,0.762,198946,One Of The Drunks,70
4896,0.00017,0.192,0.948,2YaMmtXaoUePsEwUofu5q6,0.0,4,0.0608,-5.476,0,0.169,151.945,0.0517,290269,Don't Need You,52
4898,0.918,0.502,0.5,0YHqyIiqJ6QoKKLMDkbcbL,0.806,9,0.18,-9.974,0,0.0246,103.538,0.283,141360,One Percent,56
4900,0.621,0.614,0.57,2lNzNnmiY7akdHqTMIbOof,2.52e-05,1,0.251,-9.107,1,0.0627,122.121,0.404,208441,Bad Computer,39
4902,0.729,0.459,0.537,6WNOPYOumXtgNKlknSrsrr,0.00252,7,0.309,-9.686,1,0.0356,122.999,0.149,318536,Put Your Money on Me - Steve Mackey Remix,39
4904,0.0238,0.8,0.809,43X7FQtsZ70v2aXX4x0Aga,0.865,9,0.0739,-5.917,1,0.0597,129.992,0.179,233536,One Kiss (with Dua Lipa) - Patrick Topping Remix,46
4906,0.456,0.487,0.808,54hKcrfnh6mcF9hgtqjKb0,6.6e-06,10,0.0969,-6.689,0,0.32,80.132,0.288,194612,You Feel That,13
4908,0.0867,0.892,0.694,2Ue3s7x4pKV48dmQHVSSWR,0.00237,1,0.158,-6.96,1,0.332,156.017,0.824,153965,Holyfield,57
4910,6.4e-05,0.442,0.879,7ieHbYY7O1TUCPn7rB97Tt,1.04e-05,9,0.135,-4.802,1,0.113,187.12,0.584,184810,Faça Sua Parte,37
4912,0.00165,0.55,0.888,3tIbU5qAn8Ppe5XRGI294e,0.012,2,0.329,-5.294,1,0.0374,144.965,0.29,216879,Better Now,54
4914,5.33e-06,0.296,0.974,3vakfghtamvATOiEO9AnT1,0.0809,4,0.317,-4.351,0,0.148,192.996,0.204,200240,Blackbird,25
4916,0.0274,0.625,0.591,6vMTckYma2XliqlxrNi7aR,0.0,6,0.155,-6.106,1,0.0415,126.159,0.407,233213,Light Up The Room,17
4918,0.105,0.673,0.929,5xvoP7WbOvzpAQYBhkkFix,0.000227,9,0.195,-2.945,0,0.0546,125.879,0.421,217142,Ride Or Die (feat. Foster The People) - Modern Machines Remix,49
4920,0.0302,0.442,0.843,5BCnoG4uUCyz58OOy1kFeQ,0.0,11,0.0708,-4.75,0,0.0427,97.969,0.493,241226,Worth It,58
4922,0.000122,0.599,0.966,05QBJK5rAapMCMwQliFlbT,0.000838,7,0.191,-3.841,1,0.0986,95.016,0.448,163159,Down,45
4924,0.0234,0.378,0.925,0Tr5G2mE56eLUGvCaXRM8I,0.00062,9,0.18,-3.781,1,0.185,108.525,0.584,234240,No Good,63
4925,0.579,0.489,0.505,0y1QJc3SJVPKJ1OvFmFqe6,0.000333,10,0.104,-8.022,0,0.117,163.255,0.337,213706,Way Down We Go,75
4927,0.216,0.448,0.612,4zIO3ilp5HvTeK3HJHxhMP,0.0,2,0.08,-6.106,1,0.0708,97.773,0.213,189466,Natural,87
4929,0.802,0.512,0.581,6THisU6JCZzn9PSmHX2wnT,0.0,6,0.0979,-5.096,0,0.032,113.021,0.37,265619,Alone In A Room - Acoustic Version,56
4931,0.06,0.589,0.903,2kPQFWoXuRz6jNsEo48Inm,0.00446,9,0.124,-4.834,1,0.0526,105.006,0.541,226797,Something Human,50
4933,0.0262,0.622,0.831,5wNZtFOmq64IAq7tKkIv8d,0.0,11,0.127,-5.753,0,0.0676,109.976,0.704,200266,Gaucho Power,50
4934,0.0436,0.549,0.905,063bMRonMLP3UEZbG3uG2h,0.0,11,0.332,-4.312,0,0.052,101.995,0.769,213106,Apocalipsis Zombi,49
4935,0.0781,0.57,0.874,6Pa10qJeYr5qu777xSieyM,0.0,11,0.0994,-4.02,0,0.0593,88.893,0.329,249986,Cuando sea grande,56
